experiment_index,C_true,optimizer,run_time_seconds,loss_at_true_x,loss_at_recovered_x,Vp_true,Vs_true,sigma_true,Vp_obs,Vs_obs,sigma_obs,Vp_hat,Vs_hat,sigma_hat,Vp_residual,Vs_residual,sigma_residual,phi_percent_true,phi_percent_hat,C_percent_true,C_percent_hat,S_b_percent_true,S_b_percent_hat,sigma_b_inv_true,sigma_b_inv_hat,xi_true,xi_hat,phi_percent_error_percentage_points,phi_percent_abs_error_percentage_points,C_percent_error_percentage_points,C_percent_abs_error_percentage_points,S_b_percent_error_percentage_points,S_b_percent_abs_error_percentage_points,sigma_b_inv_error_relative_percent,sigma_b_inv_abs_error_relative_percent,xi_error_relative_percent,xi_abs_error_relative_percent
0,10.0,simulated_annealing,0.11506145400016976,7.241233230831627,41.20668446857957,1332.0414118977117,101.3839025457343,0.2931607850770407,1335.1314325092733,101.41501369831181,0.2967450263485323,1308.2702115042493,106.71530512056485,0.2889882639885277,-26.861221005023936,5.300291422253039,-0.007756762360004554,41.0,39.02783101010482,10.0,18.70055842592109,90.0,94.01406631660156,0.5,0.5368126973030973,2.7,2.8834991031629658,-1.9721689898951809,1.9721689898951809,8.700558425921091,8.700558425921091,4.014066316601557,4.014066316601557,7.362539460619466,7.362539460619466,6.796263080109836,6.796263080109836
1,20.0,simulated_annealing,0.11743547900005069,20.468613731225975,21.25652809974747,1156.5405464105863,95.6093871411939,0.31364668435163595,1170.983068073116,96.82653026784911,0.30898621166968154,1152.7370795827442,94.56234679229951,0.3097004234434139,-18.24598849037193,-2.2641834755496006,0.0007142117737323761,41.0,40.643782425667915,20.0,21.17996636704948,90.0,98.1519995412771,0.5,0.5972204898892239,2.7,2.7433574474306783,-0.356217574332085,0.356217574332085,1.1799663670494809,1.1799663670494809,8.151999541277107,8.151999541277107,19.444097977844788,19.444097977844788,1.6058313863214129,1.6058313863214129
2,30.0,simulated_annealing,0.11617133699974147,13.92753500669912,35.265726665507835,1004.729927807081,90.67544056827474,0.33482438743281717,1016.0555400075191,90.70583277676198,0.3319661220836709,1020.3878560906612,71.83458271405502,0.3191852162045398,4.332316083142132,-18.871250062706963,-0.012780905879131055,41.0,42.6939497813134,30.0,20.970471901079506,90.0,95.61800897740842,0.5,0.6016002144550465,2.7,2.6736325206540403,1.6939497813133997,1.6939497813133997,-9.029528098920494,9.029528098920494,5.618008977408422,5.618008977408422,20.320042891009304,20.320042891009304,-0.9765733091096238,0.9765733091096238
3,40.0,simulated_annealing,0.11435621800001172,4.848337887189304,59.16632580453174,873.2864232855345,86.24393132561008,0.3566938943205844,876.7834055870768,86.59397397894007,0.35797243658363453,896.1384279661493,75.0560702350604,0.3982830538868599,19.355022379072466,-11.537903743879667,0.04031061730322538,41.0,42.40892490213005,40.0,32.05964521537619,90.0,80.78548623648794,0.5,0.35937086329546736,2.7,2.6541443191399114,1.4089249021300532,1.4089249021300532,-7.940354784623807,7.940354784623807,-9.214513763512059,9.214513763512059,-28.12582734090653,28.12582734090653,-1.6983585503736567,1.6983585503736567
4,50.0,simulated_annealing,0.11622112400027618,8.287489091935921,55.25225562203087,759.3851662771766,82.10032316402089,0.3792552050149377,765.0034653728053,81.71145242669976,0.37600344097189387,771.5010644822637,89.06039232145625,0.32535060725485265,6.497599109458406,7.348939894756484,-0.05065283371704121,41.0,40.234010758128406,50.0,52.646866716589436,90.0,96.39825886808109,0.5,0.679622615777382,2.7,2.722133982773093,-0.7659892418715941,0.7659892418715941,2.646866716589436,2.646866716589436,6.398258868081086,6.398258868081086,35.92452315547641,35.92452315547641,0.8197771397441801,0.8197771397441801
5,60.0,simulated_annealing,0.11515019800026494,18.186199827893716,14.418339461375856,660.6131560001819,78.09201474558877,0.40250831951587684,677.8691947442758,77.79250375530137,0.4014891717365386,681.1325745219942,74.6630448406639,0.38895640644317075,3.2633797777184554,-3.1294589146374676,-0.012532765293367831,41.0,40.997125238659414,60.0,58.21536768155369,90.0,83.68621153619287,0.5,0.44531976661027295,2.7,2.7463141930411132,-0.0028747613405855077,0.0028747613405855077,-1.784632318446313,1.784632318446313,-6.313788463807128,6.313788463807128,-10.93604667794541,10.93604667794541,1.7153404830041874,1.7153404830041874
6,70.0,simulated_annealing,0.11703620800017234,7.146238666407724,40.3976439124811,574.9002754301486,74.0975880346704,0.426453237823402,568.398307668696,74.72234278897311,0.4264177482441541,559.491371355562,97.73335278982987,0.44241500385829124,-8.906936313133997,23.011010000856757,0.015997255614137118,41.0,39.440147302604984,70.0,82.4070896007691,90.0,91.5906525076932,0.5,0.5078707813736882,2.7,2.617838497895462,-1.5598526973950158,1.5598526973950158,12.407089600769098,12.407089600769098,1.590652507693207,1.590652507693207,1.574156274737648,1.574156274737648,-3.043018596464374,3.043018596464374
7,80.0,simulated_annealing,0.11760226099977444,7.324049260464163,60.01653994555418,500.4629631082263,70.00874465601925,0.4510899599375133,505.05232263163083,69.48783521358358,0.4556400455151222,496.29225482554546,26.114287699443068,0.4726153301543198,-8.760067806085374,-43.37354751414051,0.016975284639197563,41.0,46.95649655826982,80.0,44.24486385901025,90.0,96.87514766627557,0.5,0.551012361608618,2.7,2.682993969905267,5.956496558269819,5.956496558269819,-35.75513614098975,35.75513614098975,6.875147666275566,6.875147666275566,10.202472321723599,10.202472321723599,-0.6298529664716009,0.6298529664716009
8,90.0,simulated_annealing,0.12116692399968088,5.658213406809297,62.21732754233723,435.7574251833393,65.71702482791503,0.4764184858582104,438.6653509091943,65.16809752285394,0.4814679716163135,454.2667430538472,36.00040172493435,0.52562446636406,15.601392144652948,-29.167695797919592,0.04415649474774652,41.0,45.18912287799063,90.0,59.87144871647743,90.0,89.12488279564465,0.5,0.42127100693379804,2.7,2.6906092883175337,4.189122877990627,4.189122877990627,-30.12855128352257,30.12855128352257,-0.8751172043553481,0.8751172043553481,-15.745798613240392,15.745798613240392,-0.347804136387649,0.347804136387649
9,100.0,simulated_annealing,0.12182622099999207,2.1371289334766423,16.33481816492699,379.4401467692086,61.10059186730224,0.5024388155854934,381.3688718026623,61.05830468680119,0.5028585188440479,378.94368638363017,47.42394619326275,0.5021634041593341,-2.4251854190321183,-13.634358493538443,-0.0006951146847137268,41.0,42.02041807829958,100.0,92.20479020211259,90.0,96.01297518626787,0.5,0.5595152667537844,2.7,2.797917514573535,1.0204180782995778,1.0204180782995778,-7.795209797887409,7.795209797887409,6.012975186267866,6.012975186267866,11.903053350756876,11.903053350756876,3.6265746138346184,3.6265746138346184
